user_id,Q1,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms),Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Downlink Throughput(Kbps)_log,Uplink Throughput(Kbps)_log,Downlink TCP Retransmission Rate(%)_log,Video Streaming Download Throughput(Kbps)_log,Video Streaming xKB Start Delay(ms)_log,Web Page Download Throughput(Kbps)_log,Web Average TCP RTT(ms)_log
255,5,468.37611,4629.7400000001,122.5200000001,1.1500000001,13305.8000000001,1269.0000000001,1908.8900000001001,63.0000000001,0,0,0,1,0,0,0,8.440255989995963,4.8082742819653905,0.13976194246211515,9.49595530937571,7.145984467714467,7.554277200274087,4.14313472639312
256,8,454.63951,1279.3800000001002,32.7500000001,1.3000000001,5131.7400000001,3045.0000000001,2580.2200000001,126.0000000001,1,0,0,0,0,0,0,7.154130864566276,3.4889029620843144,0.2623642645444142,8.543200061942416,8.02125618014403,7.855629945598139,4.836281906952272
257,10,804.13249,1461.5800000001,207.6500000001,0.8600000001,6572.4600000001,1218.0000000001,3305.0000000001,71.0000000001,0,0,0,0,0,0,0,7.287273321335871,5.3358539700772445,-0.15082288961830456,8.790643470621287,7.104965448269924,8.103191752285817,4.262679877042724
258,10,138.80866,1010.7100000001001,38.3600000001,2.3900000001,7498.6700000001,2402.0000000001,783.8000000001,58.0000000001,0,0,0,0,0,0,0,6.918408333164549,3.6470152500178443,0.8712933659852603,8.922480950465667,7.784057002639971,6.664153885765659,4.060443010548144
259,10,500.84506,676.4800000001001,53.7100000001,1.0600000001,7971.8300000001,1471.0000000001,3917.2500000001,71.0000000001,0,0,0,0,0,0,0,6.516902883241966,3.98359920391923,0.05826890821831546,8.983669356469099,7.2936977206015055,8.273145155984544,4.262679877042724
260,10,385.32605,478.1800000001,88.2400000001,3.0100000001,1015.1200000001,5846.0000000001,1122.2900000001,260.0000000001,0,0,0,0,0,0,0,6.169987230644996,4.4800603749463805,1.1019400787940068,6.922762111088757,8.673512945671208,7.0231265197090575,5.560681631015912
261,8,881.53817,1148.5300000001,113.2600000001,8.5900000001,1542.7700000001,2958.0000000001,846.6500000001,133.0000000001,0,0,0,0,0,1,0,7.046238142815519,4.729686060686542,2.1505987360078054,7.341334780980442,7.992268643270779,6.741287386111468,4.890349128222505
262,1,578.79223,11746.2800000001,156.1800000001,0.1800000001,26367.730000000098,984.0000000001,1977.6300000001002,67.0000000001,1,0,0,1,1,0,0,9.37129187370062,5.051009188235169,-1.714798427536371,10.17989619297231,6.891625897052355,7.589654437051273,4.204692619392459
263,7,459.24354,571.9100000001,391.6900000001,3.5200000001,4001.9600000001,2630.0000000001,1105.8500000001,192.0000000001,0,0,0,1,0,0,0,6.348981636342976,5.970470710604002,1.258460989638415,8.294539520091254,7.874739125171848,7.00836954901482,5.257495372028302
264,8,416.7602,1140.1900000001,153.13000000009998,2.5900000001,1602.3700000001,6624.0000000001,1393.9200000001001,81.0000000001,0,0,0,0,0,0,0,7.03895019416795,5.031287233827769,0.9516578757500563,7.379239062259289,8.79845469606511,7.239875200864558,4.394449154673674
265,9,165.44489,2480.0000000001,164.2800000001,0.2900000001,5436.2200000001,1134.0000000001,1644.9800000001,135.0000000001,0,0,0,0,0,0,0,7.816013839159068,5.101572289088966,-1.2378743556567897,8.600839245386638,7.033506484287786,7.4054835050709125,4.90527477843917
266,10,259.4382,4471.9200000001,213.39000000009997,0.9100000001,5867.0000000001,1668.0000000001,1899.4100000001001,143.0000000001,0,0,0,0,0,0,0,8.405573125587289,5.363121477414002,-0.09431067936135118,8.677098708925877,7.419380582918752,7.549298590615515,4.962844630260607
267,3,107.10074,1132.8600000001,237.1800000001,2.7800000001,1922.6600000001001,1200.0000000001,1101.0000000001,98.0000000001,0,0,1,1,0,0,0,7.032500687638584,5.468819346537071,1.0224509277385168,7.561464922884336,7.090076835776175,7.003974136722771,4.584967478671592
268,1,592.07883,5918.6400000001,120.15000000010001,0.4500000001,7408.8400000001,1201.0000000001,1120.8100000001,90.0000000001,0,0,1,0,0,0,0,8.685861971756422,4.788740962183311,-0.7985076959955494,8.910429160826489,7.090909822080067,7.021806917181514,4.499809670331376
269,3,210.36844,1071.5500000001,146.8300000001,1.8800000001,14847.7800000001,2801.0000000001,701.5300000001,73.0000000001,1,1,0,0,0,0,0,6.976861477380778,4.989275454975528,0.6312717768950493,9.605605638105875,7.937731775260144,6.553263664130735,4.290459441149761
270,9,132.62639,354.0800000001,51.7500000001,1.1100000001,438.0100000001,1885.0000000001,1073.5900000001,110.0000000001,0,0,0,0,0,0,0,5.869522876303022,3.9464244321474107,0.10436001541433296,6.082241741166278,7.541683099882164,6.978763451718095,4.700480365793325
271,10,177.99535,3409.7200000001,520.2600000001,1.9600000001,4250.2900000001,2677.0000000001,1487.4900000001,158.0000000001,0,0,0,0,0,0,0,8.134385455469314,6.254328686617316,0.6729444732934463,8.354742494884682,7.8924520435203895,7.304845414708179,5.062595033027599
272,1,600.41684,1549.9400000001,398.0600000001,1.7200000001,4586.1300000001,1491.0000000001,1517.3900000001001,111.0000000001,0,0,0,0,0,0,0,7.345971499486699,5.986602747691325,0.5423242908835012,8.43079181015958,7.3072023147648055,7.324747032662212,4.709530201313235
273,1,336.92884,712.6100000001001,106.7800000001,1.3000000001,2412.7300000001,1653.0000000001,1290.3500000001,132.0000000001,1,0,1,1,1,0,0,6.568934286191571,4.670770643072976,0.2623642645444142,7.788514165456484,7.410347097821084,7.1626687783852265,4.882801922587128
274,1,360.26919,210.1800000001,33.590000000100005,0.4900000001,711.9800000001001,1166.0000000001,313.6400000001,638.0000000001,0,0,0,1,0,0,0,5.347964306437926,3.5142284036271785,-0.7133498876733831,6.568049821129947,7.061334366910524,5.74824583136304,6.458338283344947
275,10,824.09745,1879.2900000001,95.18000000010001,1.2100000001,1114.4400000001,2151.0000000001,1402.5400000001,204.0000000001,0,0,0,0,0,0,0,7.538649324918243,4.555769835694015,0.19062035969129432,7.016107315576007,7.673688129267776,7.24604015748933,5.318119993844706
276,5,175.75125,1081.6500000001001,71.7800000001,1.2500000001,2361.8600000001,1743.0000000001,464.5600000001,132.0000000001,0,0,1,1,0,0,0,6.9862429320309705,4.273605885720855,0.22314355139420977,7.767204723197151,7.463363045520079,6.1410907210640095,4.882801922587128
277,1,547.88384,1564.4400000001,337.9200000001,3.5600000001,4922.6100000001,1293.0000000001,1322.8500000001,88.0000000001,0,0,0,0,0,0,0,7.355283211462751,5.822809181078138,1.269760544892029,8.50159415663234,7.164720378771935,7.187543779002375,4.477336814479343
278,10,239.02775,2740.0200000001,62.3600000001,0.2200000001,22642.690000000097,1041.0000000001,1397.6000000001,116.0000000001,0,0,0,0,0,0,0,7.915720498625586,4.13292404419118,-1.51412773217523,10.027592341513449,6.947937068615065,7.242511758819918,4.753590191107227
279,3,666.82161,1418.6900000001,292.6300000001,2.1600000001,4884.2500000001,2921.0000000001,2328.2200000001,84.0000000001,0,0,0,0,0,0,0,7.257489189586606,5.67890901238052,0.77010822174237,8.493771021471765,7.9796813023877755,7.752859306104578,4.430816798844504
280,10,699.6179,4406.2600000001,283.3200000001,0.5800000001,8395.3400000001,1267.0000000001,2889.3800000001,50.0000000001,0,0,0,0,0,0,0,8.390781536061573,5.646577000885775,-0.5447271752692583,9.035432068989335,7.144407180321218,7.968797225219072,3.912023005430146
281,3,247.60863,5204.1800000001,59.630000000100004,1.5900000001,6513.3200000001,1112.0000000001,1311.2500000001,160.0000000001,1,0,0,0,0,0,0,8.5572174278121,4.088158803136691,0.4637340162950333,8.781604589843678,7.013915474810617,7.178736159710583,5.075173815234452
282,3,780.87786,3582.2800000001002,136.3600000001,0.3600000001,9834.3500000001,1717.0000000001,3801.6000000001,49.0000000001,0,0,0,0,0,0,0,8.18375474818656,4.915298447270436,-1.0216512472542036,9.19363663814596,7.448333860897534,8.243177309728297,3.8918202981126675
283,10,508.18096,2018.6900000001,301.71000000009997,1.5600000001,3337.8600000001,4037.0000000001,1469.8600000001,76.0000000001,0,0,0,0,0,0,0,7.610204065167099,5.70946629112483,0.4446858213255483,8.113085162060045,8.303257120852965,7.292922437142177,4.3307333402876464
284,5,281.36482,1078.6200000001,210.6100000001,1.6800000001,3396.5900000001,1836.0000000001,2814.7400000001,59.0000000001,1,0,1,1,0,0,0,6.983437725286472,5.350008081953867,0.5187937934746913,8.130527266145773,7.51534457118049,7.94262517396358,4.077537443907414
285,8,215.97179,3295.2500000001,74.2100000001,0.4500000001,3575.3300000001,1540.0000000001,2074.6700000001,114.0000000001,0,0,0,0,0,0,0,8.100237316592606,4.30689891198339,-0.7985076959955494,8.181812758560351,7.339537695407739,7.63755738387268,4.736198448395372
286,5,630.30974,1533.5800000001,560.9100000001,0.4500000001,4233.2000000001,1866.0000000001,5417.4800000001,97.0000000001,0,0,0,0,0,0,0,7.335360150436238,6.32956046484547,-0.7985076959955494,8.350713487219593,7.531552381407343,8.597386041663986,4.574710978504414
287,2,222.41038,3374.3500000001,187.8700000001,1.4600000001,7961.8200000001,1894.0000000001,1942.5200000001,68.0000000001,1,0,1,1,0,0,0,8.123957992165732,5.23575023427974,0.3784364357887382,8.982412895919644,7.546446273746076,7.571741378199146,4.219507705177577
288,4,442.09893,1045.5600000001,189.1100000001,1.3100000001,4405.7400000001,1853.0000000001,2123.7100000001,84.0000000001,0,0,0,0,0,0,0,6.952307906031291,5.24232885633971,0.2700271372893961,8.390663515180817,7.524561226285414,7.660919838200222,4.430816798844504
289,1,795.10737,18573.350000000097,63.2900000001,0.3600000001,1278.3500000001,3651.0000000001,549.4900000001,206.0000000001,1,0,0,1,0,0,0,9.829483036569098,4.147727338788794,-1.0216512472542036,7.153325462857982,8.202756381655664,6.308990575316119,5.327876168790066
290,7,555.71227,2627.6000000001,91.4400000001,0.5200000001,6685.7800000001,1162.0000000001,2816.0700000001,76.0000000001,0,0,0,0,0,0,0,7.873826161018356,4.515683019487649,-0.6539264672143563,8.807738161861964,7.057897937411942,7.94309757492356,4.3307333402876464
291,1,185.51429,326.7200000001,206.48000000009998,1.0500000001,5050.6900000001,2100.0000000001,1147.4200000001001,182.0000000001,1,0,0,0,0,0,0,5.789103534976607,5.330203555410843,0.04879016426467015,8.527280146599264,7.649692623711562,7.045271222728861,5.204006687077345
292,5,116.84672,771.6900000001001,340.2300000001,1.7800000001,2158.5700000001,1738.0000000001,1441.2600000001,74.0000000001,0,0,1,1,1,0,0,6.648582914976202,5.829621859495643,0.5766133643601735,7.6772012443979305,7.460490305825395,7.273273009980777,4.304065093205521
293,1,261.75046,2936.2300000001,207.3600000001,0.9500000001,1116.1400000001001,4430.0000000001,1453.4900000001,153.0000000001,1,0,0,0,0,0,0,7.984881724540848,5.334456413164392,-0.05129329428228741,7.017631583102074,8.396154863039204,7.281722840030372,5.030437921393089
294,3,767.98749,1106.4100000001001,112.6100000001,0.4300000001,6117.3000000001,1345.0000000001,2323.2200000001,109.0000000001,1,0,1,1,1,0,0,7.008875818632281,4.723930521709822,-0.8439700700619708,8.718876101688828,7.204149292036014,7.7507094334088915,4.691347882230061
295,5,802.65548,6777.8500000001,94.8800000001,0.3600000001,8601.8000000001,1252.0000000001,6306.8800000001,78.0000000001,1,0,0,0,0,0,0,8.821415221500176,4.552612935250469,-1.0216512472542036,9.059726762666516,7.132497551660124,8.749396380004145,4.356708826690874
296,2,299.30973,361.7400000001,127.6400000001,3.6200000001,2414.5400000001,2697.0000000001,1111.2200000001,144.0000000001,1,0,0,1,0,0,0,5.890925721729646,4.849213801410826,1.286474025865304,7.789264071753345,7.899895323139767,7.0132137898383675,4.969813299576695
297,1,730.71749,3185.9300000001,90.7700000001,1.3700000001000001,4456.3000000001,2218.0000000001,1941.9700000001,236.0000000001,0,0,0,0,0,0,0,8.06649951910499,4.508328834539638,0.3148107399130263,8.402074104296036,7.704361167910357,7.571458200740239,5.463831805026034
298,1,453.52772,3184.8800000001,178.3400000001,0.7000000001,13195.7200000001,1403.0000000001,2359.7800000001002,258.0000000001,1,1,1,0,0,0,0,8.066169890687409,5.1836918407072945,-0.3566749437958753,9.487647813572288,7.246368080102532,7.766323673335429,5.552959584922005
299,1,360.63708,316.6900000001,34.770000000100005,2.2300000001,2052.3100000001,1666.0000000001,1557.3800000001002,1663.0000000001,0,0,0,0,0,0,0,5.757923377422771,3.548754946022646,0.8020015855168704,7.626721267005221,7.418180822726848,7.350760201144478,7.416378479192987
300,3,880.91946,2100.8800000001,243.5800000001,0.9900000001,6619.4600000001,1596.0000000001,1899.9500000001,86.0000000001,0,0,1,0,0,0,0,7.6501115835546765,5.495445430659375,-0.01005033575249134,8.797769074606995,7.375255778009817,7.549582849018845,4.454347296254671
301,3,620.83208,1026.6000000001,82.2500000001,1.6900000001,3300.8700000001,1712.0000000001,1613.2700000001,78.0000000001,0,0,1,1,0,0,0,6.9340076501263,4.409763389646697,0.5247285289941537,8.101941349072279,7.445417556701746,7.386018454073738,4.356708826690874
302,5,397.1905,1562.5100000001,181.26000000009998,1.3600000001,2017.5500000001,1528.0000000001,1098.8400000001,91.0000000001,0,0,0,0,0,0,0,7.354048781590141,5.199932464627187,0.3074846998214901,7.609639182984516,7.331714969726531,7.002010356907732,4.510859506517949
303,10,697.18184,1200.8900000001001,192.10000000009998,1.3700000001000001,3641.0400000001,1671.0000000001,1626.6400000001001,117.0000000001,0,0,0,0,0,0,0,7.090818227544033,5.2580160697750316,0.3148107399130263,8.200024634107974,7.421177528595454,7.3942718166021475,4.762173934798611
304,8,304.99333,1851.0100000001,89.1400000001,1.0800000001,3457.5700000001,1311.0000000001,3403.0700000001,80.0000000001,0,0,0,1,0,0,0,7.523486715044101,4.490208167519532,0.076961041228721,8.148321309176369,7.178545483763776,8.132433244374592,4.382026634675132
305,5,192.32013,376.96000000009997,235.4600000001,0.5400000001,3579.1900000001,1452.0000000001,2869.0200000001,69.0000000001,0,0,0,0,0,0,1,5.932139081023433,5.461541047650475,-0.6161861392386317,8.18289179681156,7.2806971953848105,7.961725787027161,4.234106504598708
306,1,541.15189,8352.4100000001,116.29000000010001,1.8000000001,12727.3000000001,1357.0000000001,2632.7100000001,97.0000000001,1,0,0,0,0,0,0,9.03030539895587,4.756087071305812,0.5877866649576746,9.451504571647925,7.213031659834943,7.875769012906318,4.574710978504414
307,7,319.53442,585.9600000001001,215.91000000009998,5.5200000001,1317.5300000001,4752.0000000001,591.2100000001001,239.0000000001,0,0,0,0,0,0,1,6.37325152786174,5.374861654188286,1.7083778603071198,7.183514050554834,8.466320861042503,6.38217128424077,5.476463551931929
308,10,163.95345,1179.8600000001,127.43000000010001,1.7000000001,2612.7100000001,1806.0000000001,2244.6800000001,209.0000000001,0,0,0,0,0,0,0,7.073151066353234,4.847567194224973,0.5306282511209939,7.868143275817702,7.498869733976986,7.716318251041253,5.34233425196529
309,10,354.17146,1180.9500000001,575.0700000001001,0.5300000001,5113.5300000001,1524.0000000001,2571.4200000001,91.0000000001,0,0,0,0,0,0,0,7.07407447829867,6.354491772518353,-0.6348782722472902,8.539645247051993,7.329093736246657,7.8522135544841385,4.510859506517949
310,6,783.44606,3318.3800000001,98.9200000001,1.0700000001,4642.8700000001,2324.0000000001,1263.5100000001,96.0000000001,0,0,1,0,0,0,0,8.107231991016112,4.594311442654226,0.06765864856727281,8.443087988489472,7.751045117971845,7.141648841320158,4.564348191468878
311,10,445.61162,801.4700000001001,89.18000000010001,1.7500000001,18561.8800000001,2371.0000000001,1494.7100000001,93.0000000001,0,0,0,0,0,0,0,6.68644754153013,4.490656799200452,0.5596157879925655,9.828865294313845,7.771067086065448,7.309687487075203,4.532599493154331
312,2,338.89114,4446.4100000001,169.0800000001,3.7400000001,6516.4300000001,1686.0000000001,2343.2300000001,97.0000000001,0,0,1,1,0,0,0,8.399852307996168,5.13037197569918,1.3190856114531786,8.782081958950384,7.43011413856186,7.759285598436047,4.574710978504414
313,10,209.9937,642.4300000001,30.360000000099998,9.8600000001,2029.2800000001,1537.0000000001,556.8000000001,153.0000000001,0,0,0,0,0,0,0,6.465257861417769,3.4131259525307227,2.288486168624686,7.615436329319169,7.337587743538661,6.32220610902039,5.030437921393089
314,3,218.06343,194.5800000001,54.5400000001,4.1600000001,1203.4100000001001,2227.0000000001,715.9600000001001,187.0000000001,1,1,0,0,0,0,0,5.270843389547796,3.998934377419276,1.4255150742972105,7.09291447254074,7.708410667257413,6.573624299478439,5.2311086168551215
315,3,181.67576,67.7200000001,26.330000000099997,4.2600000001,334.9400000001,1754.0000000001,495.77000000009997,751.0000000001,0,0,1,1,1,0,0,4.2153815572664115,3.270708973512016,1.4492691603047532,5.813951411306631,7.469654172932185,6.206112109501129,6.621405651764268
316,10,190.89194,774.0600000001,78.0600000001,2.0300000001,4329.6700000001,1195.0000000001,2128.6000000001,445.0000000001,0,0,0,0,0,0,0,6.65164938996523,4.35747776175375,0.708035793102957,8.373246605621109,7.085901464365695,7.663219765606991,6.098074282166465
317,10,685.77101,3667.0600000001,131.5300000001,0.9500000001,3980.7000000001,1874.0000000001,1849.2700000001,66.0000000001,0,0,0,0,0,0,0,8.20714553008639,4.879234962481448,-0.05129329428228741,8.289212962210526,7.535830462798421,7.522546245604897,4.18965474202794
318,1,152.21668,2091.9400000001,45.4100000001,1.5300000001,3154.1900000001,2509.0000000001,1354.8500000001,152.0000000001,1,0,0,0,0,0,0,7.645847144085226,3.8157323451120617,0.4252677354697036,8.056487006672457,7.827639546366462,7.211446026079044,5.023880520846935
319,5,328.69298,929.3700000001,79.18000000010001,6.4300000001,4018.9200000001,2214.0000000001,654.4100000001,106.0000000001,1,0,1,1,0,0,0,6.834506937240405,4.371723741679248,1.86097453826508,8.298768488801993,7.702556113268628,6.483734066345528,4.66343909411301
320,1,126.71799,73.2700000001,19.9800000001,4.1300000001,250.5000000001,1361.0000000001,302.52000000009997,3141.0000000001,0,0,0,1,0,0,0,4.294151248173237,2.9947317732254124,1.4182774069971544,5.523458920525319,7.21597500265154,5.712147390988159,8.052296499538679
321,10,175.4415,380.2600000001,252.5600000001,1.3200000001,11875.290000000101,998.0000000001,2418.4100000001,54.0000000001,0,0,0,0,0,0,0,5.940855229281703,5.531648844250132,0.2776317366740371,9.382215049657294,6.9057532763115645,7.790865578422007,3.9889840465661264
322,10,373.99892,1330.7600000001,129.6500000001,1.4900000001,3730.0100000001003,1722.0000000001,1934.2600000001,50.0000000001,0,0,0,0,0,0,0,7.193505486584167,4.864838511985445,0.3987761200244819,8.224166193599443,7.4512416849877345,7.567480103378769,3.912023005430146
323,4,171.32078,3710.5300000001002,135.5800000001,0.2600000001,18616.730000000098,763.0000000001,213.89000000009997,43.0000000001,1,0,0,0,0,0,0,8.218930002541255,4.909561872003557,-1.3470736475819938,9.831815917793017,6.637258031284588,5.365461864177835,3.761200115695888
324,10,582.78281,802.9000000001,69.8000000001,1.1300000001,1969.7600000001,1919.0000000001,1635.2900000001,58.0000000001,0,0,0,0,0,0,0,6.688230173190763,4.245634009769759,0.12221763281274468,7.585666986899356,7.559559496007752,7.399575437633792,4.060443010548144
325,1,245.39561,3508.2900000001,573.4200000001,2.1400000001,6286.4600000001,1740.0000000001,1806.1200000001,86.0000000001,1,0,0,0,0,0,0,8.162884018262277,6.351618432506318,0.7608058290804891,8.746153393172,7.461640392208632,7.498936176952327,4.454347296254671
326,1,216.88906,122.7800000001,64.2700000001,5.5200000001,365.7400000001,2369.0000000001,418.78000000009996,391.0000000001,1,0,0,1,1,0,0,4.8103941360001645,4.163092959384751,1.7083778603071198,5.90192269844676,7.770223204158827,6.037345722364409,5.968707559985622
327,4,151.76303,557.5100000001,70.0700000001,1.8900000001,1885.5600000001,1981.0000000001,1240.3800000001002,607.0000000001,1,1,1,0,0,0,0,6.323480440393314,4.249494742383869,0.636576829124461,7.541980137990094,7.591357046698602,7.123173063265362,6.408528791059663
328,10,304.64734,2841.9600000001,71.0600000001,0.7400000001,8216.9800000001,1286.0000000001,8899.8500000001,44.0000000001,0,0,0,0,0,0,0,7.952249233962678,4.2635245905942885,-0.3011050926487865,9.0139580239499,7.159291904797643,9.09378970164563,3.784189633920534
329,10,468.19292,337.52000000009997,39.9400000001,4.0700000001,793.5600000001,5574.0000000001,383.1600000001,195.0000000001,0,0,0,0,0,0,0,5.821624767816379,3.687378327990173,1.4036429994790738,6.676529151474697,8.625868208041911,5.948452656514952,5.272999558564259
330,10,442.70913,2624.7300000001,294.9400000001,0.9500000001,7457.5500000001,1443.0000000001,1238.1300000001002,149.0000000001,0,0,0,0,0,0,0,7.872733312592747,5.686771945823134,-0.05129329428228741,8.91698222102618,7.27447955877394,7.121357455809204,5.00394630594613
331,6,807.02339,2814.8400000001,477.15000000009996,0.7100000001,12857.790000000101,1131.0000000001,1979.2500000001,88.0000000001,1,1,0,1,0,0,0,7.942660700592568,6.167830906863473,-0.3424903088059309,9.46170513232375,7.030857476116209,7.590473264051593,4.477336814479343
332,1,518.72033,6986.8600000001,129.89000000009997,0.6400000001,7543.7300000001,1342.0000000001,5019.6500000001,191.0000000001,0,0,0,0,0,0,0,8.851786521139752,4.866687938419962,-0.44628710247216946,8.928472033641015,7.201916317531702,8.521115489139627,5.252273428047153
333,10,292.76217,208.6500000001,18.290000000099997,1.4500000001,1890.8300000001,1841.0000000001,2283.1200000001,88.0000000001,0,0,0,0,0,0,0,5.340658207038041,2.906354462408242,0.3715635565014485,7.544771165093245,7.518064181233132,7.733298207566355,4.477336814479343
334,2,824.62298,461.6000000001,84.3500000001,0.9300000001000001,949.6700000001,2989.0000000001,1439.7800000001,319.0000000001,0,0,0,1,0,0,0,6.134698715194107,4.434974808993163,-0.07257069272730848,6.856114555827254,8.002694162283971,7.272245603120624,5.765191102785158
335,3,368.76772,2105.4700000001,79.3700000001,2.3600000001,3243.3200000001,1846.0000000001,1398.4000000001001,139.0000000001,1,0,0,0,0,0,0,7.652293999103465,4.3741204631040445,0.8586616190798916,8.084352775506606,7.520776415062851,7.243084004901343,4.934473933131411
336,8,136.69589,702.8400000001001,139.57000000009998,3.0500000001,1471.0600000001,4027.0000000001,595.2300000001001,92.0000000001,0,0,0,0,0,0,0,6.555129269889834,4.938566267521269,1.1151415906521072,7.293738508348872,8.30077696085148,6.388947885474657,4.521788577050128
337,5,738.32766,1425.3700000001,206.29000000009998,0.7200000001,3119.3400000001,1799.0000000001,1615.2800000001,320.0000000001,0,0,0,0,0,0,0,7.262186708122629,5.329282945805401,-0.3285040668331472,8.045376719964606,7.494986233950589,7.387263595242181,5.768320995794085
338,10,848.31499,2910.4800000001,668.3200000001001,1.1700000001,4884.8900000001,1390.0000000001,3579.3400000001,268.0000000001,0,0,0,0,0,0,0,7.976073295016681,6.504767100749015,0.15700374889513477,8.493902046311396,7.237059026124809,8.182933704856934,5.5909869805112296
339,4,411.54689,748.3600000001001,105.29000000010001,0.7700000001,16691.0800000001,860.0000000001,3571.5000000001,74.0000000001,0,0,0,1,0,0,0,6.617884145617351,4.6567184478696175,-0.26136476400453734,9.722629723969154,6.75693238924767,8.180740954595056,4.304065093205521
340,8,596.08636,1230.1700000001001,91.0000000001,0.9300000001000001,4510.9500000001,2083.0000000001,1712.0700000001,316.0000000001,0,0,0,0,0,0,0,7.1149076501983455,4.510859506517949,-0.07257069272730848,8.414263053330142,7.64156444126102,7.445458443716328,5.7557422135872285
341,1,358.21393,2067.6500000001,201.91000000009998,0.28000000010000003,7787.8000000001,1082.0000000001,1683.6800000001,200.0000000001,0,0,0,1,0,0,0,7.634167975656738,5.307822053562778,-1.2729656754557446,8.960313685628197,6.986566459406519,7.428737152992562,5.298317366548536
343,4,550.85476,1078.6000000001,91.4400000001,1.1600000001,3278.5000000001,1730.0000000001,1596.7400000001,108.0000000001,0,0,1,0,0,0,0,6.983419182903219,4.515683019487649,0.14842000520448012,8.095141279703705,7.455876687491882,7.375719329700998,4.682131227125145
344,1,650.72133,2879.4700000001,66.1600000001,0.8700000001,17372.3400000001,1709.0000000001,4801.6200000001,109.0000000001,0,0,0,0,0,0,0,7.965361528417059,4.192076050716947,-0.13926206721856513,9.762634565187808,7.443663683115649,8.476708639955689,4.691347882230061
345,10,474.33239,1497.1400000001001,108.9600000001,0.40000000010000003,3894.0100000001003,1209.0000000001,7268.6100000001,74.0000000001,0,0,0,0,0,0,0,7.311311900421019,4.69098084240212,-0.916290731624155,8.267194753982288,7.097548850614875,8.891320355548398,4.304065093205521
346,9,309.85833,2643.4700000001,160.3600000001,0.9200000001,14961.9900000001,1172.0000000001,2969.4500000001,251.0000000001,0,0,0,0,0,0,0,7.879847727020263,5.077421287774929,-0.08338160883035535,9.613268264072289,7.066466970137044,7.9961320294627,5.525452939132182
347,2,125.40324,623.7700000001,181.94000000009999,2.0600000001,3494.4000000001,3019.0000000001,2050.5300000001002,327.0000000001,0,0,0,0,0,0,0,6.435781710680102,5.203676962394465,0.7227059828500334,8.15891696611056,8.012680929706871,7.6258535753030445,5.789960170897559
348,8,438.67486,2412.9100000001,73.3300000001,0.9800000001,5012.3400000001,2017.0000000001,1235.2000000001,100.0000000001,0,0,0,0,0,0,0,7.788588766960154,4.2949698021070715,-0.020202707215478642,8.519658150905883,7.609366537954261,7.118988179270593,4.605170185989091
349,10,549.88206,1261.9100000001001,42.6400000001,1.5200000001,3910.6900000001,2104.0000000001,1380.9900000001,82.0000000001,0,0,0,0,0,0,0,7.140381725185751,3.7527927798599343,0.4187103349239745,8.27146910799857,7.651595573857648,7.230555912253531,4.406719247265473
350,4,564.39842,2196.8300000001,290.8600000001,0.4200000001,7849.8100000001,1439.0000000001,3531.4100000001,68.0000000001,0,0,0,0,0,0,0,7.694770691147746,5.672842051749908,-0.8675005674666278,8.968244606661894,7.271703706887437,8.169452503602837,4.219507705177577
351,1,364.80718,1960.7100000001,133.76000000009998,0.7800000001,3265.3700000001,2033.0000000001,1265.5800000001,119.0000000001,0,0,0,0,0,0,1,7.581061931527731,4.896047149337139,-0.24846135917029447,8.091128358414025,7.617267813628396,7.143285794107314,4.77912349311237
352,10,884.74983,714.0500000001,74.0000000001,0.2600000001,2888.8000000001,2657.0000000001,2200.9800000001,314.0000000001,0,0,0,0,0,0,0,6.570952987899082,4.304065093205521,-1.3470736475819938,7.968596469963282,7.884952945759851,7.696657994706485,5.749392985908572
353,10,401.45702,476.5000000001,50.9400000001,0.9700000001,2955.7800000001002,2091.0000000001,1040.7600000001,312.0000000001,0,0,0,0,0,0,0,6.166467723094467,3.930648469553274,-0.030459207381615783,7.9915178543999446,7.645397699428681,6.947706494484461,5.743003187809803
354,5,141.50687,1454.0100000001,288.6700000001,0.6000000001,9095.7500000001,992.0000000001,2525.0900000001,229.0000000001,1,0,1,0,0,0,0,7.2820805356489755,5.665284167172112,-0.510825623599324,9.115562550444055,6.899723107284974,7.8340319846386395,5.433722003554676
355,7,158.95849,829.8100000001,60.5800000001,5.8000000001,1448.3400000001,3840.0000000001,1306.3000000001,256.0000000001,0,1,0,0,1,0,0,6.721196758922924,4.103964805600742,1.757857917569615,7.278173352012803,8.253227645581799,7.174953992492594,5.545177444479953
356,3,169.52335,386.3600000001,72.3800000001,4.4600000001,906.9100000001,2497.0000000001,633.6400000001,271.0000000001,0,0,1,0,0,0,0,5.956769577311354,4.281930018136978,1.4951487660543943,6.810043216966884,7.822845290279814,6.451480969820808,5.60211882088007
357,8,745.15866,3142.0700000001,432.3500000001,0.8900000001,3749.4900000001,1356.0000000001,955.2100000001001,101.0000000001,0,0,0,1,1,0,0,8.05263709737074,6.069235445406671,-0.11653381614359196,8.229375109715644,7.2122944685004144,6.861931211595368,4.61512051684225
